27,32,178,128,102,top
27,185,178,128,102,top
27,338,178,128,102,top
27,121,331,128,102,top
27,274,331,70,102,corn
28,32,32,95,128,balloon
28,185,32,95,128,balloon
28,338,32,95,128,balloon
28,32,224,95,128,balloon
28,185,224,95,128,balloon
28,338,224,95,128,balloon
29,32,25,87,102,teddy
29,185,25,87,102,teddy
29,338,25,101,101,apple
29,32,178,101,101,apple
29,185,178,101,101,apple
29,338,178,101,101,apple
29,32,331,101,101,apple
29,185,331,101,101,apple
29,338,331,101,101,apple
30,42,42,170,162,elephant
30,263,42,170,162,elephant
30,173,263,170,162,elephant
31,32,25,100,102,hut
31,185,25,100,102,hut
31,338,25,100,102,hut
31,32,178,100,102,hut
31,185,178,100,102,hut
31,338,178,100,102,hut
31,185,331,100,102,hut
32,42,85,162,170,frog
32,255,85,162,170,frog
33,42,42,125,169,ladybug
33,263,42,170,126,ant
33,173,263,170,126,ant
34,32,25,128,98,fish
34,185,25,128,98,fish
34,338,25,128,98,fish
34,32,178,128,98,fish
34,185,178,128,98,fish
34,338,178,128,98,fish
34,185,331,128,67,car
35,32,32,100,128,owl
35,185,32,100,128,owl
35,338,32,100,128,owl
35,96,224,100,128,owl
35,249,224,122,128,frog
36,42,85,101,170,zirafah
36,255,85,101,170,zirafah
37,32,25,128,98,fish
37,185,25,128,98,fish
37,338,25,128,98,fish
37,32,178,128,98,fish
37,185,178,128,98,fish
37,338,178,128,98,fish
37,185,331,128,98,fish
38,32,25,44,102,lollipop
38,185,25,44,102,lollipop
38,338,25,44,102,lollipop
38,32,178,98,101,sun
38,185,178,98,101,sun
38,338,178,98,101,sun
38,32,331,98,101,sun
38,185,331,98,101,sun
38,338,331,98,101,sun
39,144,144,152,256,zirafah
40,32,25,128,109,mango
40,185,25,128,109,mango
40,338,25,128,109,mango
40,32,178,128,109,mango
40,185,178,128,109,mango
40,338,178,128,109,mango
40,121,331,128,109,mango
40,274,331,128,109,mango
41,32,32,128,122,elephant
41,185,32,128,122,elephant
41,338,32,128,122,elephant
41,96,224,128,122,elephant
41,249,224,96,128,cup
42,42,85,170,147,butterfly
42,255,85,170,147,butterfly
43,32,25,128,94,ant
43,185,25,128,94,ant
43,338,25,128,94,ant
43,32,178,128,94,ant
43,185,178,82,102,dog
43,338,178,82,102,dog
43,32,331,82,102,dog
43,185,331,82,102,dog
43,338,331,82,102,dog
44,42,42,146,170,teddy
44,263,42,146,170,teddy
44,42,263,146,170,teddy
44,263,263,146,170,teddy
45,144,144,112,256,lollipop
46,42,42,170,90,car
46,263,42,125,169,ladybug
46,42,263,125,169,ladybug
46,263,263,125,169,ladybug
47,144,144,135,136,ball
48,32,32,128,118,bird
48,185,32,128,118,bird
48,338,32,88,128,corn
48,32,224,88,128,corn
48,185,224,88,128,corn
48,338,224,88,128,corn
49,32,25,128,109,mango
49,185,25,60,102,zirafah
49,338,25,60,102,zirafah
49,32,178,60,102,zirafah
49,185,178,60,102,zirafah
49,338,178,60,102,zirafah
49,121,331,60,102,zirafah
49,274,331,60,102,zirafah
50,32,32,110,128,teddy
50,185,32,110,128,teddy
50,338,32,110,128,teddy
50,32,224,110,128,teddy
50,185,224,110,128,teddy
50,338,224,110,128,teddy
51,32,25,97,102,caterpillar
51,185,25,97,102,caterpillar
51,338,25,97,102,caterpillar
51,32,178,97,102,caterpillar
51,185,178,97,102,caterpillar
51,338,178,97,102,caterpillar
51,32,331,97,102,caterpillar
51,185,331,97,102,caterpillar
51,338,331,97,102,caterpillar
52,32,32,128,94,ant
52,185,32,127,128,ball
52,338,32,127,128,ball
52,96,224,127,128,ball
52,249,224,127,128,ball
53,32,25,97,102,frog
53,185,25,97,102,frog
53,338,25,97,102,frog
53,32,178,97,102,frog
53,185,178,97,102,frog
53,338,178,97,102,frog
53,185,331,97,102,frog
54,32,25,128,121,cupcake
54,185,25,128,121,cupcake
54,338,25,128,121,cupcake
54,32,178,128,121,cupcake
54,185,178,128,98,fish
54,338,178,128,98,fish
54,32,331,128,98,fish
54,185,331,128,98,fish
54,338,331,128,98,fish
55,32,25,128,102,top
55,185,25,128,102,top
55,338,25,128,102,top
55,32,178,128,102,top
55,185,178,59,102,icecream
55,338,178,59,102,icecream
55,185,331,59,102,icecream
56,32,32,101,101,apple
56,185,32,127,128,ball
56,338,32,127,128,ball
56,32,224,127,128,ball
56,185,224,127,128,ball
56,338,224,127,128,ball
57,32,25,128,112,umbrella
57,185,25,128,112,umbrella
57,338,25,128,112,umbrella
57,32,178,128,112,umbrella
57,185,178,128,112,umbrella
57,338,178,128,112,umbrella
57,32,331,128,112,umbrella
57,185,331,128,112,umbrella
57,338,331,128,112,umbrella
58,32,25,128,98,fish
58,185,25,128,98,fish
58,338,25,128,98,fish
58,32,178,76,101,balloon
58,185,178,76,101,balloon
58,338,178,76,101,balloon
58,32,331,76,101,balloon
58,185,331,76,101,balloon
58,338,331,76,101,balloon
59,32,25,76,102,cup
59,185,25,76,102,cup
59,338,25,75,102,ladybug
59,32,178,75,102,ladybug
59,185,178,75,102,ladybug
59,338,178,75,102,ladybug
59,121,331,75,102,ladybug
59,274,331,75,102,ladybug
60,32,25,101,101,apple
60,185,25,128,111,cap
60,338,25,128,111,cap
60,32,178,128,111,cap
60,185,178,128,111,cap
60,338,178,128,111,cap
60,121,331,128,111,cap
60,274,331,128,111,cap
61,32,25,80,102,owl
61,185,25,80,102,owl
61,338,25,80,102,owl
61,32,178,80,102,owl
61,185,178,80,102,owl
61,338,178,80,102,orange
61,185,331,80,102,orange
62,32,25,76,101,balloon
62,185,25,76,101,balloon
62,338,25,76,101,balloon
62,32,178,76,101,balloon
62,185,178,76,101,balloon
62,338,178,76,101,balloon
62,185,331,128,111,cap
63,32,32,128,112,umbrella
63,185,32,128,112,umbrella
63,338,32,128,112,umbrella
63,32,224,128,112,umbrella
63,185,224,128,112,umbrella
63,338,224,128,112,umbrella
64,32,32,128,106,pig
64,185,32,128,106,pig
64,338,32,128,106,pig
64,96,224,128,106,pig
64,249,224,128,106,pig
65,32,25,85,102,duck
65,185,25,85,102,duck
65,338,25,85,102,duck
65,32,178,85,102,duck
65,185,178,85,102,duck
65,338,178,85,102,duck
65,185,331,128,95,banana
66,42,85,150,115,fish
66,255,85,150,115,fish
67,32,32,128,111,cap
67,185,32,128,111,cap
67,338,32,128,111,cap
67,32,224,128,111,cap
67,185,224,128,128,carrot
67,338,224,128,128,carrot
68,32,32,101,101,apple
68,185,32,101,101,apple
68,338,32,101,101,apple
68,96,224,56,128,lollipop
68,249,224,56,128,lollipop
69,144,144,256,204,shark
70,32,32,128,102,cow
70,185,32,128,102,cow
70,338,32,128,102,cow
70,32,224,128,102,cow
70,185,224,74,128,icecream
70,338,224,74,128,icecream
71,42,42,170,135,shark
71,263,42,170,135,shark
71,173,263,170,135,shark
72,32,25,128,111,cap
72,185,25,128,111,cap
72,338,25,128,111,cap
72,32,178,128,111,cap
72,185,178,128,111,cap
72,338,178,128,111,cap
72,32,331,128,106,pig
72,185,331,128,106,pig
72,338,331,128,106,pig
73,32,25,128,102,cow
73,185,25,128,102,cow
73,338,25,128,102,cow
73,32,178,128,102,cow
73,185,178,128,102,cow
73,338,178,128,102,cow
73,121,331,128,102,cow
73,274,331,128,102,cow
74,42,42,170,127,eapot
74,263,42,170,127,eapot
74,173,263,170,127,eapot
75,42,85,170,95,spider
75,255,85,170,95,spider
76,32,25,81,102,rabbit
76,185,25,81,102,rabbit
76,338,25,81,102,rabbit
76,32,178,81,102,rabbit
76,185,178,81,102,rabbit
76,338,178,101,101,apple
76,32,331,101,101,apple
76,185,331,101,101,apple
76,338,331,101,101,apple
77,32,25,128,109,mango
77,185,25,81,102,rabbit
77,338,25,81,102,rabbit
77,32,178,81,102,rabbit
77,185,178,81,102,rabbit
77,338,178,81,102,rabbit
77,121,331,81,102,rabbit
77,274,331,81,102,rabbit
78,32,32,122,128,caterpillar
78,185,32,122,128,caterpillar
78,338,32,74,128,icecream
78,96,224,74,128,icecream
78,249,224,74,128,icecream
79,32,32,56,128,lollipop
79,185,32,56,128,lollipop
79,338,32,56,128,lollipop
79,32,224,56,128,lollipop
79,185,224,101,128,orange
79,338,224,101,128,orange
80,32,25,88,102,bell
80,185,25,88,102,bell
80,338,25,88,102,bell
80,32,178,88,102,bell
80,185,178,88,102,bell
80,338,178,88,102,bell
80,185,331,88,102,bell
81,32,25,128,118,octopus
81,185,25,128,118,octopus
81,338,25,128,118,octopus
81,32,178,128,118,octopus
81,185,178,128,118,octopus
81,338,178,128,118,octopus
81,185,331,128,118,octopus
82,32,32,128,102,shark
82,185,32,128,102,shark
82,338,32,128,102,shark
82,32,224,128,102,shark
82,185,224,128,102,shark
82,338,224,128,102,shark
83,32,25,70,102,corn
83,185,25,70,102,corn
83,338,25,70,102,corn
83,32,178,70,102,corn
83,185,178,70,102,corn
83,338,178,70,102,corn
83,185,331,70,102,corn
84,42,42,141,170,lamp
84,263,42,141,170,lamp
84,42,263,141,170,lamp
84,263,263,121,170,flower
85,42,42,170,156,bird
85,263,42,170,156,bird
85,42,263,170,126,ant
85,263,263,170,126,ant
86,42,42,170,156,bird
86,263,42,101,170,pineapple
86,173,263,101,170,pineapple
87,42,42,170,157,octopus
87,263,42,170,157,octopus
87,42,263,170,157,octopus
87,263,263,170,157,octopus
88,32,25,80,102,orange
88,185,25,80,102,orange
88,338,25,80,102,orange
88,32,178,80,102,orange
88,185,178,80,102,orange
88,338,178,80,102,orange
88,32,331,80,102,orange
88,185,331,80,102,orange
88,338,331,80,102,orange
89,42,85,150,153,hut
89,255,85,150,153,hut
90,32,25,128,122,elephant
90,185,25,128,122,elephant
90,338,25,128,122,elephant
90,32,178,128,122,elephant
90,185,178,128,122,elephant
90,338,178,128,122,elephant
90,185,331,128,122,elephant
91,32,32,128,121,cupcake
91,185,32,128,121,cupcake
91,338,32,128,121,cupcake
91,32,224,128,121,cupcake
91,185,224,128,121,cupcake
91,338,224,128,121,cupcake
92,32,32,107,128,duck
92,185,32,107,128,duck
92,338,32,107,128,duck
92,96,224,107,128,duck
92,249,224,107,128,duck
93,32,25,128,121,lion
93,185,25,128,121,lion
93,338,25,128,118,bird
93,32,178,128,118,bird
93,185,178,128,118,bird
93,338,178,128,118,bird
93,185,331,128,118,bird
94,32,32,74,128,icecream
94,185,32,74,128,icecream
94,338,32,74,128,icecream
94,96,224,74,128,icecream
94,249,224,128,121,cupcake
95,32,32,128,95,banana
95,185,32,128,95,banana
95,338,32,128,95,banana
95,96,224,128,95,banana
95,249,224,128,95,banana
96,32,25,101,101,apple
96,185,25,101,101,apple
96,338,25,101,101,apple
96,32,178,101,101,apple
96,185,178,101,101,apple
96,338,178,76,102,cup
96,32,331,76,102,cup
96,185,331,76,102,cup
96,338,331,76,102,cup
97,32,25,128,124,pumpkin
97,185,25,128,102,top
97,338,25,128,102,top
97,32,178,128,102,top
97,185,178,128,102,top
97,338,178,128,102,top
97,32,331,128,102,top
97,185,331,128,102,top
97,338,331,128,102,top
98,32,32,125,128,hut
98,185,32,128,95,banana
98,338,32,128,95,banana
98,96,224,128,95,banana
98,249,224,128,95,banana
99,32,25,97,102,caterpillar
99,185,25,97,102,caterpillar
99,338,25,97,102,caterpillar
99,32,178,97,102,caterpillar
99,185,178,97,102,caterpillar
99,338,178,97,102,caterpillar
99,32,331,97,102,caterpillar
99,185,331,97,102,caterpillar
99,338,331,97,102,caterpillar
100,42,42,170,145,mango
100,263,42,170,145,mango
100,173,263,170,145,mango
101,32,25,88,102,tree
101,185,25,88,102,tree
101,338,25,88,102,tree
101,32,178,88,102,tree
101,185,178,88,102,tree
101,338,178,88,102,tree
101,32,331,88,102,tree
101,185,331,88,102,tree
101,338,331,88,102,tree
102,32,25,128,111,cap
102,185,25,128,111,cap
102,338,25,128,111,cap
102,32,178,128,111,cap
102,185,178,80,102,owl
102,338,178,80,102,owl
102,32,331,80,102,owl
102,185,331,80,102,owl
102,338,331,80,102,owl
103,32,25,85,102,duck
103,185,25,85,102,duck
103,338,25,85,102,duck
103,32,178,85,102,duck
103,185,178,85,102,duck
103,338,178,85,102,duck
103,32,331,85,102,duck
103,185,331,85,102,duck
103,338,331,85,102,duck
104,42,42,164,170,sun
104,263,42,136,170,dog
104,173,263,136,170,dog
105,32,32,128,110,butterfly
105,185,32,96,128,cup
105,338,32,96,128,cup
105,96,224,96,128,cup
105,249,224,96,128,cup
106,32,32,128,94,ant
106,185,32,128,94,ant
106,338,32,128,94,ant
106,32,224,128,94,ant
106,185,224,128,94,ant
106,338,224,128,94,ant
107,32,32,111,128,tree
107,185,32,111,128,tree
107,338,32,111,128,tree
107,32,224,111,128,tree
107,185,224,111,128,tree
107,338,224,111,128,tree
108,32,25,128,102,cow
108,185,25,128,102,cow
108,338,25,128,102,cow
108,32,178,128,102,cow
108,185,178,128,102,cow
108,338,178,128,98,fish
108,32,331,128,98,fish
108,185,331,128,98,fish
108,338,331,128,98,fish
109,42,42,128,170,cup
109,263,42,128,170,cup
109,42,263,128,170,cup
109,263,263,128,170,cup
110,32,25,75,102,ladybug
110,185,25,75,102,ladybug
110,338,25,75,102,ladybug
110,32,178,75,102,ladybug
110,185,178,75,102,ladybug
110,338,178,75,102,ladybug
110,121,331,75,102,ladybug
110,274,331,75,102,ladybug
111,32,25,128,111,cap
111,185,25,128,111,cap
111,338,25,128,111,cap
111,32,178,128,111,cap
111,185,178,128,111,cap
111,338,178,128,111,cap
111,32,331,128,111,cap
111,185,331,128,111,cap
111,338,331,128,111,cap
112,32,32,128,124,pumpkin
112,185,32,128,124,pumpkin
112,338,32,122,128,caterpillar
112,96,224,122,128,caterpillar
112,249,224,122,128,caterpillar
113,32,25,128,106,pig
113,185,25,128,106,pig
113,338,25,128,106,pig
113,32,178,128,106,pig
113,185,178,128,106,pig
113,338,178,128,106,pig
113,185,331,82,102,dog
114,32,25,128,94,ant
114,185,25,75,102,ladybug
114,338,25,75,102,ladybug
114,32,178,75,102,ladybug
114,185,178,75,102,ladybug
114,338,178,75,102,ladybug
114,185,331,75,102,ladybug
115,144,144,256,236,bird
116,42,42,145,167,tree
116,263,42,145,167,tree
116,173,263,145,167,tree
117,32,32,95,128,balloon
117,185,32,95,128,balloon
117,338,32,95,128,balloon
117,96,224,95,128,balloon
117,249,224,95,128,balloon
118,42,42,170,136,cow
118,263,42,170,165,pumpkin
118,173,263,170,165,pumpkin
119,42,85,170,127,eapot
119,255,85,170,127,eapot
120,42,42,125,169,ladybug
120,263,42,125,169,ladybug
120,42,263,125,169,ladybug
120,263,263,125,169,ladybug
121,42,85,170,162,elephant
121,255,85,170,162,elephant
122,32,25,128,94,ant
122,185,25,128,94,ant
122,338,25,128,94,ant
122,32,178,128,94,ant
122,185,178,128,94,ant
122,338,178,128,94,ant
122,32,331,128,94,ant
122,185,331,101,102,ball
122,338,331,101,102,ball
123,42,42,141,170,lamp
123,263,42,127,170,balloon
123,173,263,127,170,balloon
124,144,144,256,144,spider
125,32,32,100,128,owl
125,185,32,128,118,bird
125,338,32,128,118,bird
125,32,224,128,118,bird
125,185,224,128,118,bird
125,338,224,128,118,bird
126,32,32,128,121,lion
126,185,32,128,121,lion
126,338,32,128,121,lion
126,32,224,128,121,lion
126,185,224,128,102,top
126,338,224,128,102,top
127,32,25,128,96,eapot
127,185,25,128,96,eapot
127,338,25,128,96,eapot
127,32,178,128,96,eapot
127,185,178,128,96,eapot
127,338,178,128,96,eapot
127,185,331,128,96,eapot
128,32,32,128,124,pumpkin
128,185,32,128,98,fish
128,338,32,128,98,fish
128,96,224,128,98,fish
128,249,224,128,98,fish
129,42,42,133,170,owl
129,263,42,150,115,fish
129,173,263,150,115,fish
130,32,25,128,118,octopus
130,185,25,128,118,octopus
130,338,25,128,118,octopus
130,32,178,128,118,octopus
130,185,178,128,118,octopus
130,338,178,128,118,octopus
130,32,331,128,118,octopus
130,185,331,128,118,octopus
130,338,331,128,118,octopus
131,32,25,70,102,corn
131,185,25,70,102,corn
131,338,25,81,102,rabbit
131,32,178,81,102,rabbit
131,185,178,81,102,rabbit
131,338,178,81,102,rabbit
131,121,331,81,102,rabbit
131,274,331,81,102,rabbit
132,32,25,84,102,lamp
132,185,25,84,102,lamp
132,338,25,84,102,lamp
132,32,178,84,102,lamp
132,185,178,84,102,lamp
132,338,178,84,102,lamp
132,121,331,84,102,lamp
132,274,331,84,102,lamp
133,32,25,72,102,flower
133,185,25,128,124,pumpkin
133,338,25,128,124,pumpkin
133,32,178,128,124,pumpkin
133,185,178,128,124,pumpkin
133,338,178,128,124,pumpkin
133,185,331,128,124,pumpkin
134,42,42,145,167,tree
134,263,42,145,167,tree
134,42,263,145,167,tree
134,263,263,145,167,tree
135,32,25,128,67,car
135,185,25,128,67,car
135,338,25,128,67,car
135,32,178,128,67,car
135,185,178,128,67,car
135,338,178,128,67,car
135,32,331,128,67,car
135,185,331,128,67,car
135,338,331,128,67,car
136,32,32,107,128,duck
136,185,32,128,102,cow
136,338,32,128,102,cow
136,32,224,128,102,cow
136,185,224,128,102,cow
136,338,224,128,102,cow
137,32,25,128,121,lion
137,185,25,128,121,lion
137,338,25,128,121,lion
137,32,178,128,121,lion
137,185,178,128,121,lion
137,338,178,61,101,pineapple
137,185,331,61,101,pineapple
138,32,32,117,128,pencil
138,185,32,117,128,pencil
138,338,32,74,128,icecream
138,32,224,74,128,icecream
138,185,224,74,128,icecream
138,338,224,74,128,icecream
139,32,25,128,95,banana
139,185,25,128,95,banana
139,338,25,128,95,banana
139,32,178,128,95,banana
139,185,178,128,95,banana
139,338,178,128,95,banana
139,32,331,128,95,banana
139,185,331,128,95,banana
139,338,331,128,95,banana
140,32,25,76,102,cup
140,185,25,76,102,cup
140,338,25,76,102,cup
140,32,178,76,102,cup
140,185,178,76,102,cup
140,338,178,76,102,cup
140,121,331,128,94,ant
140,274,331,128,94,ant
141,32,25,128,102,shark
141,185,25,128,102,shark
141,338,25,128,102,shark
141,32,178,128,102,shark
141,185,178,128,102,shark
141,338,178,128,102,shark
141,32,331,128,102,shark
141,185,331,128,102,shark
141,338,331,128,122,elephant
142,32,32,95,128,balloon
142,185,32,110,128,teddy
142,338,32,110,128,teddy
142,96,224,110,128,teddy
142,249,224,110,128,teddy
143,42,42,162,170,caterpillar
143,263,42,162,170,caterpillar
143,42,263,162,170,caterpillar
143,263,263,133,170,owl
144,42,42,164,170,sun
144,263,42,164,170,sun
144,42,263,170,136,top
144,263,263,170,136,top
145,42,42,125,169,ladybug
145,263,42,169,161,cupcake
145,173,263,169,161,cupcake
146,32,25,76,101,balloon
146,185,25,76,101,balloon
146,338,25,76,101,balloon
146,32,178,61,101,pineapple
146,185,178,61,101,pineapple
146,338,178,61,101,pineapple
146,185,331,61,101,pineapple
147,32,25,60,102,zirafah
147,185,25,60,102,zirafah
147,338,25,102,102,carrot
147,32,178,102,102,carrot
147,185,178,102,102,carrot
147,338,178,102,102,carrot
147,121,331,102,102,carrot
147,274,331,102,102,carrot
148,32,25,101,102,ball
148,185,25,101,102,ball
148,338,25,101,102,ball
148,32,178,101,102,ball
148,185,178,101,102,ball
148,338,178,101,102,ball
148,32,331,101,102,ball
148,185,331,101,102,ball
148,338,331,44,102,lollipop
149,32,25,128,102,cow
149,185,25,128,102,cow
149,338,25,128,102,cow
149,32,178,128,102,cow
149,185,178,128,122,elephant
149,338,178,128,122,elephant
149,121,331,128,122,elephant
149,274,331,128,122,elephant
150,42,85,146,170,teddy
150,255,85,146,170,teddy
151,32,25,94,102,snake
151,185,25,94,102,snake
151,338,25,94,102,snake
151,32,178,94,102,snake
151,185,178,94,102,snake
151,338,178,94,102,snake
151,185,331,94,102,snake
152,32,32,128,102,top
152,185,32,128,102,top
152,338,32,128,121,lion
152,32,224,128,121,lion
152,185,224,128,121,lion
152,338,224,128,121,lion
153,32,32,76,128,zirafah
153,185,32,76,128,zirafah
153,338,32,76,128,zirafah
153,32,224,76,128,zirafah
153,185,224,76,128,zirafah
153,338,224,76,128,zirafah
154,32,32,128,118,octopus
154,185,32,128,121,cupcake
154,338,32,128,121,cupcake
154,32,224,128,121,cupcake
154,185,224,128,121,cupcake
154,338,224,128,121,cupcake
155,32,25,102,102,carrot
155,185,25,102,102,carrot
155,338,25,102,102,carrot
155,32,178,102,102,carrot
155,185,178,102,102,carrot
155,338,178,102,102,carrot
155,32,331,102,102,carrot
155,185,331,102,102,carrot
155,338,331,102,102,carrot
156,42,42,74,170,lollipop
156,263,42,170,170,carrot
156,173,263,170,170,carrot
157,42,42,117,170,corn
157,263,42,117,170,corn
157,173,263,117,170,corn
158,32,32,128,102,top
158,185,32,128,102,top
158,338,32,128,102,top
158,32,224,128,102,top
158,185,224,128,102,top
158,338,224,101,101,apple
159,32,32,128,124,pumpkin
159,185,32,128,124,pumpkin
159,338,32,128,124,pumpkin
159,96,224,128,118,bird
159,249,224,128,118,bird
160,42,42,162,170,frog
160,263,42,162,170,caterpillar
160,173,263,162,170,caterpillar
161,32,32,100,128,owl
161,185,32,100,128,owl
161,338,32,128,102,cow
161,96,224,128,102,cow
161,249,224,128,102,cow
162,42,42,170,170,carrot
162,263,42,170,170,carrot
162,42,263,170,157,octopus
162,263,263,170,157,octopus
163,144,144,153,256,pineapple
164,32,25,97,102,caterpillar
164,185,25,97,102,caterpillar
164,338,25,97,102,caterpillar
164,32,178,97,102,caterpillar
164,185,178,97,102,caterpillar
164,338,178,97,102,caterpillar
164,32,331,97,102,caterpillar
164,185,331,97,102,caterpillar
164,338,331,102,102,carrot
165,32,25,97,102,frog
165,185,25,97,102,frog
165,338,25,97,102,frog
165,32,178,97,102,frog
165,185,178,97,102,frog
165,338,178,97,102,frog
165,121,331,97,102,frog
165,274,331,97,102,frog
166,32,32,95,128,balloon
166,185,32,95,128,balloon
166,338,32,95,128,balloon
166,32,224,95,128,balloon
166,185,224,95,128,balloon
166,338,224,117,128,pencil
167,42,42,170,95,spider
167,263,42,170,161,lion
167,42,263,170,161,lion
167,263,263,170,161,lion
168,32,32,56,128,lollipop
168,185,32,56,128,lollipop
168,338,32,56,128,lollipop
168,96,224,56,128,lollipop
168,249,224,56,128,lollipop
169,32,32,128,96,eapot
169,185,32,122,128,frog
169,338,32,122,128,frog
169,32,224,122,128,frog
169,185,224,122,128,frog
169,338,224,122,128,frog
170,32,32,128,128,carrot
170,185,32,128,128,carrot
170,338,32,128,110,butterfly
170,32,224,128,110,butterfly
170,185,224,128,110,butterfly
170,338,224,128,110,butterfly
171,144,144,245,256,frog
172,32,32,128,98,fish
172,185,32,128,98,fish
172,338,32,128,98,fish
172,32,224,128,121,lion
172,185,224,128,121,lion
172,338,224,128,121,lion
173,32,25,128,95,banana
173,185,25,128,95,banana
173,338,25,128,95,banana
173,32,178,128,95,banana
173,185,178,128,95,banana
173,338,178,128,95,banana
173,185,331,128,95,banana
174,42,42,99,170,icecream
174,263,42,99,170,icecream
174,42,263,99,170,icecream
174,263,263,170,161,lion
175,32,25,128,110,butterfly
175,185,25,128,110,butterfly
175,338,25,128,110,butterfly
175,32,178,80,102,owl
175,185,178,80,102,owl
175,338,178,80,102,owl
175,32,331,80,102,owl
175,185,331,80,102,owl
175,338,331,80,102,owl
176,42,42,170,147,butterfly
176,263,42,170,135,shark
176,173,263,170,135,shark
177,32,25,81,102,rabbit
177,185,25,81,102,rabbit
177,338,25,81,102,rabbit
177,32,178,81,102,rabbit
177,185,178,81,102,rabbit
177,338,178,59,102,icecream
177,121,331,59,102,icecream
177,274,331,59,102,icecream
178,32,25,128,96,eapot
178,185,25,128,96,eapot
178,338,25,128,96,eapot
178,32,178,128,96,eapot
178,185,178,128,96,eapot
178,338,178,128,96,eapot
178,121,331,128,96,eapot
178,274,331,128,96,eapot
179,32,25,100,102,hut
179,185,25,100,102,hut
179,338,25,100,102,hut
179,32,178,100,102,hut
179,185,178,100,102,hut
179,338,178,100,102,hut
179,121,331,100,102,hut
179,274,331,128,94,ant
180,42,85,142,170,duck
180,255,85,142,170,duck
181,42,42,142,170,duck
181,263,42,142,170,duck
181,42,263,142,170,duck
181,263,263,142,170,duck
182,144,144,156,218,flower
183,32,25,60,102,zirafah
183,185,25,60,102,zirafah
183,338,25,60,102,zirafah
183,32,178,60,102,zirafah
183,185,178,60,102,zirafah
183,338,178,60,102,zirafah
183,32,331,60,102,zirafah
183,185,331,102,102,carrot
183,338,331,102,102,carrot
184,32,25,82,102,dog
184,185,25,82,102,dog
